item_key,item_name,item_subaccount,item_account,item_group,item_class,item_sign,item_periodicity
169666,"CATEGORIA D - CREDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",66,96,6,1,1,Monthly
169667,"CATEGORIA E - CREDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",67,96,6,1,1,Monthly
169669,"CATEGORIA A - CREDITO NORMAL, CANONES BIENES DADOS EN LEASING OPERACIONAL",69,96,6,1,1,Monthly
169670,"CATEGORIA B - CREDITO ACEPTABLE, CANONES BIENES DADOS EN LEASING OPERACIONAL",70,96,6,1,1,Monthly
169671,"CATEGORIA C - CREDITO APRECIABLE, CANONES BIENES DADOS EN LEASING OPERACIONAL",71,96,6,1,1,Monthly
169672,"CATEGORIA D - CREDITO SIGNIFICATIVO, CANONES BIENES DADOS EN LEASING OPERACIONAL",72,96,6,1,1,Monthly
169673,"CATEGORIA E - CREDITO IRRECUPERABLE, CANONES BIENES DADOS EN LEASING OPERACIONAL",73,96,6,1,1,Monthly
169676,"CATEGORIA A ¿ RIESGO NORMAL, COMPONENTE FINANCIERO",76,96,6,1,1,Monthly
169678,"CATEGORIA B ¿ RIESGO ACEPTABLE, COMPONENTE FINANCIERO",78,96,6,1,1,Monthly
169680,"CATEGORIA C ¿ RIESGO APRECIABLE, COMPONENTE FINANCIERO",80,96,6,1,1,Monthly
169682,"CATEGORIA D ¿ RIESGO SIGNIFICATIVO, COMPONENTE FINANCIERO",82,96,6,1,1,Monthly
169684,"CATEGORIA E ¿ RIESGO DE INCOBRABILIDAD, COMPONENTE FINANCIERO",84,96,6,1,1,Monthly
169695,OTRAS,95,96,6,1,1,Monthly
169700,DETERIORO (PROVISION) CUENTAS POR COBRAR DE VIVIENDA,0,97,6,1,1,Monthly
169705,"CATEGORIA A - CREDITO NORMAL, INTERESES",5,97,6,1,1,Monthly
169710,"CATEGORIA B - CREDITO ACEPTABLE, INTERESES",10,97,6,1,1,Monthly
169715,"CATEGORIA C - CREDITO APRECIABLE, INTERESES",15,97,6,1,1,Monthly
169720,"CATEGORIA D - CREDITO SIGNIFICATIVO, INTERESES",20,97,6,1,1,Monthly
169725,"CATEGORIA E - CREDITO IRRECUPERABLE, INTERESES",25,97,6,1,1,Monthly
169730,"CATEGORIA A - CREDITO NORMAL, PAGO POR CUENTA DE CLIENTES",30,97,6,1,1,Monthly
169735,"CATEGORIA B - CREDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES",35,97,6,1,1,Monthly
169740,"CATEGORIA C - CREDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES",40,97,6,1,1,Monthly
169745,"CATEGORIA D - CREDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES",45,97,6,1,1,Monthly
169750,"CATEGORIA E - CREDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES",50,97,6,1,1,Monthly
169755,"CATEGORIA A- RIESGO NORMAL, COMPONENTE FINANCIERO LEASING HABITACIONAL",55,97,6,1,1,Monthly
169760,"CATEGORIA B- RIESGO ACEPTABLE COMPONENTE FINANCIERO, LEASING HABITACIONAL",60,97,6,1,1,Monthly
169765,"CATEGORIA C- RIESGO APRECIABLE, COMPONENTE FINANCIERO, LEASING HABITACIONAL",65,97,6,1,1,Monthly
169770,"CATEGORIA D- RIESGO SIGNIFICATIVO, COMPONENTE FINANCIERO, LEASING HABITACIONAL",70,97,6,1,1,Monthly
169775,"CATEGORIA E-RIESGO DE INCOBRABILIDAD, COMPONENTE FINANCIERO, LEASING HABITACIONAL",75,97,6,1,1,Monthly
169800,DETERIORO (PROVISIONES) OTRAS CUENTAS POR COBRAR,0,98,6,1,1,Monthly
169805,DIVIDENDOS Y PARTICIPACIONES,5,98,6,1,1,Monthly
169810,ARRENDAMIENTOS,10,98,6,1,1,Monthly
169815,COMISIONES PAGOS POR CUENTA DE CLIENTES - GIROS DEL EXTERIOR,15,98,6,1,1,Monthly
169820,PRESTAMOS A EMPLEADOS,20,98,6,1,1,Monthly
169825,ENTIDADES EN INTERVENCION,25,98,6,1,1,Monthly
169830,PRESTAMOS A ENTIDADES INSCRITAS,30,98,6,1,1,Monthly
169895,OTRAS,95,98,6,1,1,Monthly
169900,DETERIORO (PROVISION) CUENTAS POR COBRAR COMPONENTE CONTRACICLICO INDIVIDUAL,0,99,6,1,1,Monthly
169905,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,5,99,6,1,1,Monthly
169910,OPERACIONES DE LEASING OPERACIONAL DE CONSUMO,10,99,6,1,1,Monthly
169915,CREDITOS Y OPERACIONES DE LEASING COMERCIAL,15,99,6,1,1,Monthly
169920,OPERACIONES DE LEASING OPERACIONAL COMERCIAL,20,99,6,1,1,Monthly
170000,ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,0,0,7,1,1,Monthly
170100,BIENES RECIBIDOS EN PAGO,0,1,7,1,1,Monthly
170105,BIENES MUEBLES,5,1,7,1,1,Monthly
170110,BIENES INMUEBLES DESTINADOS A VIVIENDA,10,1,7,1,1,Monthly
170115,BIENES INMUEBLES DIFERENTES A VIVIENDA,15,1,7,1,1,Monthly
170120,POR PAGO DE INVERSIONES,20,1,7,1,1,Monthly
170195,OTROS,95,1,7,1,1,Monthly
170200,BIENES RESTITUIDOS DE CONTRATOS DE LEASING,0,2,7,1,1,Monthly
170205,MAQUINARIA Y EQUIPO,5,2,7,1,1,Monthly
170210,VEHICULOS,10,2,7,1,1,Monthly
170215,MUEBLES Y ENSERES,15,2,7,1,1,Monthly
170220,"BARCOS, TRENES, AVIONES Y SIMILARES",20,2,7,1,1,Monthly
170225,EQUIPO DE COMPUTACION,25,2,7,1,1,Monthly
170230,BIENES INMUEBLES,30,2,7,1,1,Monthly
170235,BIENES INMUEBLES EN LEASING HABITACIONAL,35,2,7,1,1,Monthly
170240,SEMOVIENTES,40,2,7,1,1,Monthly
170295,OTROS,95,2,7,1,1,Monthly
170300,OPERACIONES DISCONTINUADAS,0,3,7,1,1,Monthly
170305,TERRENOS,5,3,7,1,1,Monthly
170310,MATERIALES DE CONSTRUCCION Y MATERIAS PRIMAS,10,3,7,1,1,Monthly
170315,PRODUCTOS EN PROCESO,15,3,7,1,1,Monthly
170320,MERCANCIAS,20,3,7,1,1,Monthly
170325,VEHICULOS,25,3,7,1,1,Monthly
170330,INMUEBLES,30,3,7,1,1,Monthly
170395,OTROS,95,3,7,1,1,Monthly
170500,OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,0,5,7,1,1,Monthly
170505,TERRENOS,5,5,7,1,1,Monthly
170510,MATERIALES DE CONSTRUCCION Y MATERIAS PRIMAS,10,5,7,1,1,Monthly
170515,PRODUCTOS EN PROCESO,15,5,7,1,1,Monthly
170520,MERCANCIAS,20,5,7,1,1,Monthly
170525,VEHICULOS,25,5,7,1,1,Monthly
170530,INMUEBLES,30,5,7,1,1,Monthly
170595,OTROS,95,5,7,1,1,Monthly
177500,DETERIORO ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,0,75,7,1,1,Monthly
177505,BIENES RECIBIDOS EN PAGO,5,75,7,1,1,Monthly
177510,BIENES RESTITUIDOS DE CONTRATOS DE LEASING,10,75,7,1,1,Monthly
177515,OPERACIONES DISCONTINUADAS,15,75,7,1,1,Monthly
177525,OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,25,75,7,1,1,Monthly
180000,ACTIVOS MATERIALES,0,0,8,1,1,Monthly
180100,"PROPIEDAD, PLANTA Y EQUIPO",0,1,8,1,1,Monthly
180102,TERRENOS,2,1,8,1,1,Monthly
180104,EDIFICIOS,4,1,8,1,1,Monthly
180106,SILOS,6,1,8,1,1,Monthly
180108,BODEGAS,8,1,8,1,1,Monthly
180110,MAQUINARIA,10,1,8,1,1,Monthly
180112,VEHICULOS,12,1,8,1,1,Monthly
180114,BUQUES,14,1,8,1,1,Monthly
180118,EQUIPO DE TRANSPORTE,18,1,8,1,1,Monthly
180120,ENSERES Y ACCESORIOS,20,1,8,1,1,Monthly
180122,EQUIPO DE OFICINA,22,1,8,1,1,Monthly
180124,EQUIPO INFORMATICO,24,1,8,1,1,Monthly
180126,EQUIPO DE REDES Y COMUNICACION,26,1,8,1,1,Monthly
180128,PROPIEDADES EN OPERACIONES CONJUNTAS,28,1,8,1,1,Monthly
180130,"MAQUINARIA, PLANTA Y EQUIPO EN MONTAJE",30,1,8,1,1,Monthly
180138,"FLOTA Y EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION",38,1,8,1,1,Monthly
180142,"REDES, LINEAS Y CABLES",42,1,8,1,1,Monthly
180146,ENVASES Y EMPAQUES,46,1,8,1,1,Monthly
180160,"REVALUACION PROPIEDAD, PLANTA Y EQUIPO",60,1,8,1,1,Monthly
180162,"DEPRECIACION Y AGOTAMIENTO PROPIEDAD, PLANTA Y EQUIPO",62,1,8,1,1,Monthly
180164,"DETERIORO PROPIEDAD, PLANTA Y EQUIPO",64,1,8,1,1,Monthly
180195,OTROS,95,1,8,1,1,Monthly
180200,"PROPIEDAD, PLANTA Y EQUIPO POR DERECHOS DE USO",0,2,8,1,1,Monthly
181600,PROPIEDADES Y EQUIPO EN ARRENDAMIENTO OPERATIVO,0,16,8,1,1,Monthly
181605,MAQUINARIA Y EQUIPO,5,16,8,1,1,Monthly
181610,VEHICULOS,10,16,8,1,1,Monthly
181615,MUEBLES Y ENSERES,15,16,8,1,1,Monthly
181620,"BARCOS, TRENES, AVIONES Y SIMILARES",20,16,8,1,1,Monthly
181625,EQUIPO DE COMPUTACION,25,16,8,1,1,Monthly
181630,BIENES INMUEBLES,30,16,8,1,1,Monthly
181635,SEMOVIENTES,35,16,8,1,1,Monthly
181640,PROGRAMAS PARA COMPUTADOR ¿SOFTWARE,40,16,8,1,1,Monthly
181695,OTROS,95,16,8,1,1,Monthly
181696,REVALUACION,96,16,8,1,1,Monthly
181697,DEPRECIACION Y AGOTAMIENTO,97,16,8,1,1,Monthly
181698,DETERIORO,98,16,8,1,1,Monthly
181800,MEJORAS EN PROPIEDADES AJENAS,0,18,8,1,1,Monthly
181805,MEJORAS EN PROPIEDADES AJENAS,5,18,8,1,1,Monthly
181810,MEJORAS EN BIENES RECIBIDOS EN COMODATO,10,18,8,1,1,Monthly
181815,MEJORAS EN BIENES RECIBIDOS EN ARRENDAMIENTO,15,18,8,1,1,Monthly
181897,DEPRECIACION Y/O AMORTIZACION ACUMULADA,97,18,8,1,1,Monthly
181898,DETERIORO,98,18,8,1,1,Monthly
182000,PROPIEDADES PLANTA Y EQUIPO NO EXPLOTADOS,0,20,8,1,1,Monthly
182005,PROPIEDADES PLANTA Y EQUIPO NO EXPLOTADOS,5,20,8,1,1,Monthly
182300,CONSTRUCCIONES EN CURSO,0,23,8,1,1,Monthly
182305,COSTO TERRENOS,5,23,8,1,1,Monthly
182310,COSTOS DIRECTOS PRELIMINARES,10,23,8,1,1,Monthly
182315,COSTOS DIRECTOS OBRA,15,23,8,1,1,Monthly
182320,"COSTOS INDIRECTOS PLANOS, LICENCIAS Y ESTUDIOS",20,23,8,1,1,Monthly
182325,COSTOS INDIRECTOS PUBLICIDAD,25,23,8,1,1,Monthly
182330,COSTOS INDIRECTOS COMISIONES FIDUCIARIAS,30,23,8,1,1,Monthly
182335,OTROS COSTOS INDIRECTOS,35,23,8,1,1,Monthly
182700,PROPIEDADES DE INVERSION,0,27,8,1,1,Monthly
182705,PROPIEDADES DE INVERSION,5,27,8,1,1,Monthly
182710,DETERIORO PROPIEDADES DE INVERSION,10,27,8,1,1,Monthly
182715,VALORACION DE PROPIEDADES DE INVERSION,15,27,8,1,1,Monthly
182720,DEPRECIACION ACUMULADA PROPIEDADES DE INVERSION,20,27,8,1,1,Monthly
190000,OTROS ACTIVOS,0,0,9,1,1,Monthly
190500,IMPORTACIONES EN CURSO,0,5,9,1,1,Monthly
191000,IMPUESTO DIFERIDO,0,10,9,1,1,Monthly
191100,ACTIVOS INTANGIBLES,0,11,9,1,1,Monthly
191105,PLUSVALIA,5,11,9,1,1,Monthly
191110,MARCAS COMERCIALES,10,11,9,1,1,Monthly
191115,"DERECHOS DE PROPIEDAD INTELECTUAL, PATENTES, Y OTROS DERECHOS DE PROPIEDAD INDUSTRIAL, SERVICIO Y DERECHOS DE OPERACION",15,11,9,1,1,Monthly
191120,CONCESIONES Y FRANQUICIAS,20,11,9,1,1,Monthly
191125,OTROS DERECHOS,25,11,9,1,1,Monthly
191130,LICENCIAS,30,11,9,1,1,Monthly
191135,PROGRAMAS Y APLICACIONES INFORMATICAS,35,11,9,1,1,Monthly
191140,PUESTOS EN BOLSAS DE VALORES,40,11,9,1,1,Monthly
191145,PUESTOS EN BOLSAS DE BIENES Y PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES,45,11,9,1,1,Monthly
191150,ACTIVOS INTANGIBLES RELACIONADOS CON CLIENTES,50,11,9,1,1,Monthly
191155,SERVIDUMBRES,55,11,9,1,1,Monthly
191160,OTROS ACTIVOS INTANGIBLES,60,11,9,1,1,Monthly
191165,AMORTIZACION ACUMULADA,65,11,9,1,1,Monthly
191170,DETERIORO DEL VALOR DE INTANGIBLES,70,11,9,1,1,Monthly
191200,ACTIVOS INTANGIBLES POR DERECHOS DE USO,0,12,9,1,1,Monthly
191500,CERTIFICADOS DE CAMBIO EN ADMINISTRACION,0,15,9,1,1,Monthly
192000,DEPOSITOS PROVISIONALES BANCO DE LA REPUBLICA,0,20,9,1,1,Monthly
192005,REEMBOLSOS DE LA ENTIDAD,5,20,9,1,1,Monthly
192010,PAGOS EXTERIOR CLIENTES,10,20,9,1,1,Monthly
192015,DEPOSITOS COLATERALES,15,20,9,1,1,Monthly
192500,GASTOS PAGADOS POR ANTICIPADO,0,25,9,1,1,Monthly
192505,SEGUROS,5,25,9,1,1,Monthly
192510,COSTOS DE CONTRATOS NO PROPORCIONALES,10,25,9,1,1,Monthly
192515,COMISIONES A INTERMEDIARIOS DE SEGUROS,15,25,9,1,1,Monthly
192520,COMISIONES CONTRATOS DE RESASEGUROS,20,25,9,1,1,Monthly
192595,OTROS,95,25,9,1,1,Monthly
193000,CARTAS DE CREDITO DE PAGO DIFERIDO,0,30,9,1,1,Monthly
193500,REVALUACION DE OTROS ACTIVOS,0,35,9,1,1,Monthly
194000,BIENES DE ARTE Y CULTURA,0,40,9,1,1,Monthly
194005,OBRAS DE ARTE,5,40,9,1,1,Monthly
194010,BIBLIOTECA,10,40,9,1,1,Monthly
194095,OTROS,95,40,9,1,1,Monthly
194500,BIENES ENTREGADOS A TERCEROS,0,45,9,1,1,Monthly
195000,ACTIVIDADES EN OPERACIONES CONJUNTAS,0,50,9,1,1,Monthly
195500,OPERACIONES DE APOYO A ENTIDADES INSCRITAS,0,55,9,1,1,Monthly
195505,CAPITALIZACIONES,5,55,9,1,1,Monthly
195510,ACTIVOS ADQUIRIDOS,10,55,9,1,1,Monthly
196000,DIVERSOS,0,60,9,1,1,Monthly
196005,APORTES EN SUCURSALES EXTRANJERAS,5,60,9,1,1,Monthly
196095,OTROS,95,60,9,1,1,Monthly
199500,DETERIORO OTROS ACTIVOS,0,95,9,1,1,Monthly
200000,PASIVO,0,0,0,2,1,Monthly
210000,INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO,0,0,1,2,1,Monthly
210500,DEPOSITOS EN CUENTA CORRIENTE,0,5,1,2,1,Monthly
210505,CUENTAS CORRIENTES PRIVADAS ACTIVAS,5,5,1,2,1,Monthly
210510,CUENTAS CORRIENTES PRIVADAS INACTIVAS,10,5,1,2,1,Monthly
210515,CUENTAS CORRIENTES OFICIALES ACTIVAS,15,5,1,2,1,Monthly
210520,CUENTAS CORRIENTES SECTOR PUBLICO,20,5,1,2,1,Monthly
210525,CUENTAS CORRIENTES SECTOR FINANCIERO,25,5,1,2,1,Monthly
210530,CUENTAS CORRIENTES OFICIALES INACTIVAS,30,5,1,2,1,Monthly
210535,CUENTAS CORRIENTES PRIVADAS ABANDONADAS,35,5,1,2,1,Monthly
210540,CUENTAS CORRIENTES OFICIALES ABANDONADAS,40,5,1,2,1,Monthly
210545,CUENTAS CORRIENTES SECTOR FINANCIERO ABANDONADAS,45,5,1,2,1,Monthly
210550,CUENTAS CORRIENTES SECTOR PUBLICO ABANDONADAS,50,5,1,2,1,Monthly
210595,OTROS,95,5,1,2,1,Monthly
210600,DEPOSITOS SIMPLES,0,6,1,2,1,Monthly
210700,CERTIFICADOS DE DEPOSITO A TERMINO,0,7,1,2,1,Monthly
210705,EMITIDOS MENOS DE 6 MESES,5,7,1,2,1,Monthly
210710,EMITIDOS IGUAL A 6 MESES Y MENOR DE 12 MESES,10,7,1,2,1,Monthly
210715,EMITIDOS IGUAL A 12 MESES Y MENOR DE 18 MESES,15,7,1,2,1,Monthly
210720,EMITIDOS IGUAL O SUPERIOR A 18 MESES,20,7,1,2,1,Monthly
210800,DEPOSITOS DE AHORRO,0,8,1,2,1,Monthly
210805,ORDINARIOS ACTIVOS,5,8,1,2,1,Monthly
210810,ORDINARIOS INACTIVOS,10,8,1,2,1,Monthly
210815,CON CERTIFICADO A TERMINO,15,8,1,2,1,Monthly
210820,ORDINARIOS ABANDONADOS,20,8,1,2,1,Monthly
210900,CUENTAS DE AHORRO ESPECIAL,0,9,1,2,1,Monthly
210905,EN UNIDADES DE VALOR REAL,5,9,1,2,1,Monthly
210910,EN PESOS,10,9,1,2,1,Monthly
210920,EN PESOS ABANDONADAS,20,9,1,2,1,Monthly
211000,CERTIFICADOS DE AHORRO DE VALOR REAL,0,10,1,2,1,Monthly
211005,INFERIOR A 6 MESES,5,10,1,2,1,Monthly
211010,IGUAL A 6 E INFERIOR A 12 MESES,10,10,1,2,1,Monthly
211015,PLAZO FIJO DE 1 ANO,15,10,1,2,1,Monthly
211020,SUPERIOR A 12 MESES E INFERIOR A 18 MESES,20,10,1,2,1,Monthly
211025,SUPERIOR O IGUAL A 18 MESES,25,10,1,2,1,Monthly
211100,DOCUMENTOS POR PAGAR,0,11,1,2,1,Monthly
211200,CUENTA CENTRALIZADA,0,12,1,2,1,Monthly
211300,FONDOS EN FIDEICOMISO Y CUENTAS ESPECIALES,0,13,1,2,1,Monthly
211305,FIDEICOMISOS DE INVERSION,5,13,1,2,1,Monthly
211310,FIDEICOMISOS INMOBILIARIOS,10,13,1,2,1,Monthly
211315,FIDEICOMISOS DE ADMINISTRACION,15,13,1,2,1,Monthly
211320,OTROS FIDEICOMISOS,20,13,1,2,1,Monthly
211400,CESANTIAS ADMINISTRADAS FONDO NACIONAL AHORRO,0,14,1,2,1,Monthly
211405,AFILIADOS SECTOR PUBLICO,5,14,1,2,1,Monthly
211410,AFILIADOS SECTOR PRIVADO,10,14,1,2,1,Monthly
211415,DOCEAVAS PARTES ESTIMADAS,15,14,1,2,1,Monthly
211420,INTERESES DOCEAVAS PARTES ESTIMADAS,20,14,1,2,1,Monthly
211425,CESANTIAS SIN REPORTE,25,14,1,2,1,Monthly
211430,IPC CESANTIAS SIN REPORTE,30,14,1,2,1,Monthly
211435,SALDOS INACTIVOS,35,14,1,2,1,Monthly
211440,IPC SALDOS INACTIVOS,40,14,1,2,1,Monthly
211445,SALDOS A FAVOR DE ENTIDADES NOMINADORAS,45,14,1,2,1,Monthly
211500,BANCOS Y CORRESPONSALES,0,15,1,2,1,Monthly
211505,BANCOS,5,15,1,2,1,Monthly
211510,CORRESPONSALES,10,15,1,2,1,Monthly
211515,SUCURSALES EN EL EXTRANJERO,15,15,1,2,1,Monthly
211600,DEPOSITOS ESPECIALES,0,16,1,2,1,Monthly
211605,DE LA NACION,5,16,1,2,1,Monthly
211615,DE GARANTIA,15,16,1,2,1,Monthly
211620,PARA COMPRA CERTIFICADOS DE CAMBIO,20,16,1,2,1,Monthly
211625,PARA PAGOS AL EXTERIOR,25,16,1,2,1,Monthly
211630,JUDICIALES,30,16,1,2,1,Monthly
211635,CAUCIONES JUDICIALES,35,16,1,2,1,Monthly
211640,PAGO ARRENDAMIENTOS,40,16,1,2,1,Monthly
211645,PAGO TITULOS VALORES,45,16,1,2,1,Monthly
211650,PARA COMPRA DE MERCANCIAS,50,16,1,2,1,Monthly
211660,ANTICIPOS CLIENTES ADUANA,60,16,1,2,1,Monthly
211665,DEPOSITOS CONTRACTUALES,65,16,1,2,1,Monthly
211670,DEPOSITOS PERMANENTES,70,16,1,2,1,Monthly
211675,DEPOSITOS PARA LA EJECUCION DE PROYECTOS,75,16,1,2,1,Monthly
211690,RECAUDOS REALIZADOS,90,16,1,2,1,Monthly
211695,OTROS,95,16,1,2,1,Monthly
211700,EXIGIBILIDADES POR SERVICIOS,0,17,1,2,1,Monthly
211705,GIROS POR PAGAR DEL EXTERIOR,5,17,1,2,1,Monthly
211710,GIROS POR PAGAR DEL PAIS,10,17,1,2,1,Monthly
211715,COBRANZAS POR LIQUIDAR,15,17,1,2,1,Monthly
211720,CHEQUES DE GERENCIA,20,17,1,2,1,Monthly
211725,CHEQUES CERTIFICADOS,25,17,1,2,1,Monthly
211730,CHEQUES VIAJEROS,30,17,1,2,1,Monthly
211735,CHEQUES CON PROVISION GARANTIZADA,35,17,1,2,1,Monthly
211795,OTROS,95,17,1,2,1,Monthly
211800,SERVICIOS DE RECAUDO,0,18,1,2,1,Monthly
211900,ESTABLECIMIENTOS AFILIADOS,0,19,1,2,1,Monthly
212000,DEPOSITOS ELECTRONICOS,0,20,1,2,1,Monthly
212005,DEPOSITOS DE DINERO ELECTRONICOS,5,20,1,2,1,Monthly
212010,DEPOSITOS ELECTRONICOS TRANSACCIONALES,10,20,1,2,1,Monthly
212200,FONDOS INTERBANCARIOS COMPRADOS ORDINARIOS,0,22,1,2,1,Monthly
212205,BANCOS,5,22,1,2,1,Monthly
212210,CORPORACIONES FINANCIERAS,10,22,1,2,1,Monthly
212215,COMPANIAS DE FINANCIAMIENTO,15,22,1,2,1,Monthly
212220,BANCO DE LA REPUBLICA,20,22,1,2,1,Monthly
212225,TESORERIA GENERAL DE LA NACION,25,22,1,2,1,Monthly
212230,ENTIDADES DEL SECTOR PUBLICO,30,22,1,2,1,Monthly
212235,RESIDENTES DEL EXTERIOR,35,22,1,2,1,Monthly
212295,OTRAS ENTIDADES FINANCIERAS,95,22,1,2,1,Monthly
212300,FONDOS INTERASOCIADAS PASIVOS,0,23,1,2,1,Monthly
212305,COMPANIAS DE SEGUROS GENERALES,5,23,1,2,1,Monthly
212310,COMPANIAS DE SEGUROS DE VIDA,10,23,1,2,1,Monthly
212400,OPERACIONES DE REPORTO O REPO,0,24,1,2,1,Monthly
212405,COMPROMISOS DE TRANSFERENCIA EN OPERACIONES DE REPO ABIERTO,5,24,1,2,1,Monthly
212410,COMPROMISOS DE TRANSFERENCIA EN OPERACIONES DE REPO CERRADO,10,24,1,2,1,Monthly
212412,COMPROMISOS DE TRANSFERENCIA DE OPERACIONES REPO CARTERA-BAN REP,12,24,1,2,1,Monthly
212415,CUPONES RECIBIDOS POR PAGAR DE VALORES EN OPERACIONES REPO,15,24,1,2,1,Monthly
212420,CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACION ANTICIPADA EN OPERACIONES REPO,20,24,1,2,1,Monthly
212425,LLAMADO AL MARGEN RECIBIDO EN DINERO EN OPERACIONES REPO,25,24,1,2,1,Monthly
212500,OPERACIONES SIMULTANEAS,0,25,1,2,1,Monthly
212505,COMPROMISOS DE TRANSFERENCIA DE INVERSIONES EN OPERACIONES SIMULTANEAS,5,25,1,2,1,Monthly
212510,CUPONES RECIBIDOS POR PAGAR DE VALORES EN OPERACIONES SIMULTANEAS,10,25,1,2,1,Monthly
212515,CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACION ANTICIPADA EN OPERACIONES SIMULTANEAS,15,25,1,2,1,Monthly
212520,LLAMADO AL MARGEN RECIBIDO EN DINERO EN OPERACIONES SIMULTANEAS,20,25,1,2,1,Monthly
212600,OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,0,26,1,2,1,Monthly
212605,COMPROMISOS DE OPERACIONES POR TRANSFERENCIA TEMPORAL DE VALORES,5,26,1,2,1,Monthly
212610,RENDIMIENTOS RECIBIDOS POR PAGAR EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,10,26,1,2,1,Monthly
212615,CUPONES RECIBIDOS POR PAGAR DE VALORES EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,15,26,1,2,1,Monthly
212620,CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACION ANTICIPADA EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,20,26,1,2,1,Monthly
212625,LLAMADO AL MARGEN EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES,25,26,1,2,1,Monthly
212900,COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO,0,29,1,2,1,Monthly
212905,COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO,5,29,1,2,1,Monthly
212910,COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES SIMULTANEAS,10,29,1,2,1,Monthly
212915,COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES TTV,15,29,1,2,1,Monthly
213000,TITULOS DE INVERSION EN CIRCULACION,0,30,1,2,1,Monthly
213005,BONOS DE FOMENTO URBANO,5,30,1,2,1,Monthly
213006,DE GARANTIA GENERAL MENOR DE 18 MESES,6,30,1,2,1,Monthly
213007,BONOS DE GARANTIA GENERAL IGUAL O SUPERIOR A 18 MESES,7,30,1,2,1,Monthly
213008,BONOS OPCIONALMENTE CONVERTIBLES EN ACCIONES,8,30,1,2,1,Monthly
213009,BONOS OTROS MENOR DE 18 MESES,9,30,1,2,1,Monthly
213010,BONOS OTROS IGUAL O SUPERIOR A 18 MESES,10,30,1,2,1,Monthly
213011,BONOS HIPOTECARIOS,11,30,1,2,1,Monthly
213012,BONOS SUBORDINADOS,12,30,1,2,1,Monthly
213013,BONOS ORDINARIOS,13,30,1,2,1,Monthly
213015,CEDULAS HIPOTECARIAS,15,30,1,2,1,Monthly
213016,CEDULAS DE AHORRO Y VIVIENDA,16,30,1,2,1,Monthly
213017,PAPELES COMERCIALES,17,30,1,2,1,Monthly
213018,"TITULOS DE DESARROLLO AGROPECUARIO CLASE ""A""",18,30,1,2,1,Monthly
213019,"TITULOS DE DESARROLLO AGROPECUARIO CLASE ""B""",19,30,1,2,1,Monthly
213020,"TITULOS DE DESARROLLO AGROPECUARIO CLASE ""C""",20,30,1,2,1,Monthly
213021,TITULOS COLOCADOS EN PROCESO DE TITULARIZACION,21,30,1,2,1,Monthly
213026,BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES,26,30,1,2,1,Monthly
213027,ACCIONES PREFERENTES,27,30,1,2,1,Monthly
215500,ACTIVIDADES DE OPERACIONES CONJUNTAS,0,55,1,2,1,Monthly
215600,CUENTAS CANCELADAS,0,56,1,2,1,Monthly
215605,CUENTAS CORRIENTES BANCARIAS,5,56,1,2,1,Monthly
215610,CUENTAS DE AHORRO,10,56,1,2,1,Monthly
218000,PASIVOS POR ARRENDAMIENTOS,0,80,1,2,1,Monthly
220000,INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE,0,0,2,2,1,Monthly
220500,CONTRATOS FORWARD - DE NEGOCIACION,0,5,2,2,1,Monthly
220505,DE MONEDAS (PESO/DOLAR),5,5,2,2,1,Monthly
220510,DE MONEDAS (DIFERENTES PESO/DOLAR),10,5,2,2,1,Monthly
220515,DE TASAS DE INTERES,15,5,2,2,1,Monthly
220520,DE TITULOS,20,5,2,2,1,Monthly
220595,OTROS,95,5,2,2,1,Monthly
